game_id,drive_id,offense,defense,drive_number,start_field_position,plays,yards,points,result,turnover,touchdown,field_goal,punt,success_rate,ppa,explosiveness
401539477,4015394774,Tulane,SMU,4,23.0,4,27.0,0,PUNT,0,0,0,1,0.0,-0.3381107375484958,0.9
401539477,4015394775,SMU,Tulane,5,50.0,5,50.0,7,TD,0,1,0,0,0.6,0.7682823864242746,1.6867149692747851
401539477,4015394776,SMU,Tulane,6,35.0,5,31.0,0,PUNT,0,0,0,1,0.0,-0.2869238318391325,0.9
401539477,4015394777,SMU,Tulane,7,19.0,11,49.0,0,TO,1,0,0,0,0.36363636363636365,0.004445568874682682,1.6318354757085471
401539477,4015394778,Tulane,SMU,8,15.0,8,41.0,0,PUNT,0,0,0,1,0.25,0.24992451986444592,0.7289895012734404
401539477,4015394779,SMU,Tulane,9,48.0,7,29.0,0,TO,1,0,0,0,0.5714285714285714,-0.42742081589850983,0.7920574609806339
401539478,4015394781,Florida State,Louisville,1,35.0,5,3.0,0,PUNT,0,0,0,1,0.2,-0.37369265125213885,0.01308877091249805
401539478,40153947810,Florida State,Louisville,10,23.0,13,95.0,3,FG,0,0,1,0,0.3076923076923077,-0.06226316930178273,0.7632840708349686
401539478,40153947811,Florida State,Louisville,11,35.0,8,40.0,0,PUNT,0,0,0,1,0.25,-0.016267260708021276,1.7198433941188007
401539478,40153947812,Florida State,Louisville,12,10.0,11,39.0,0,PUNT,0,0,0,1,0.36363636363636365,0.03754606028669343,0.858857599413295
401539478,40153947813,Louisville,Florida State,13,8.0,6,6.0,0,PUNT,0,0,0,1,0.16666666666666666,-0.13097723922408866,0.3604070248981559
401539478,40153947814,Florida State,Louisville,14,62.0,5,56.0,0,OTHER,0,0,0,0,0.4,-0.49275641212136,0.3615777477299585
401539478,40153947815,Louisville,Florida State,15,27.0,6,-3.0,0,OTHER,0,0,0,0,0.16666666666666666,-0.4941056782873434,0.1280178621582202
401539478,40153947816,Louisville,Florida State,16,35.0,6,1.0,3,PUNT,0,0,0,1,0.16666666666666666,0.2897455106472074,1.252308359788624
401539478,40153947817,Louisville,Florida State,17,25.0,14,92.0,3,FG,0,0,1,0,0.42857142857142855,0.20856966281787112,0.8585812555967066
401539478,40153947818,Louisville,Florida State,18,35.0,3,75.0,7,TD,0,1,0,0,0.6666666666666666,3.0388775598606608,3.0388775598606608
401539478,40153947819,Florida State,Louisville,19,35.0,7,11.0,0,PUNT,0,0,0,1,0.14285714285714285,-0.21782053847026095,1.7302143481872232
